Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Winston-Salem Open at Wake Forest University,2021-08-26,ATP250,Outdoor,Hard,3rd Round,3,Fucsovics M.,Alcaraz C.,Alcaraz C.,42,54,1539,1224,2.0,1.8,3-6 6-0 2-6
Winston-Salem Open at Wake Forest University,2021-08-26,ATP250,Outdoor,Hard,Quarterfinals,3,Ivashka I.,Carreno Busta P.,Ivashka I.,63,12,1025,3325,2.62,1.5,7-6 6-3
Winston-Salem Open at Wake Forest University,2021-08-26,ATP250,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Ruusuvuori E.,Ruusuvuori E.,82,76,896,948,2.37,1.57,6-7 1-6
Winston-Salem Open at Wake Forest University,2021-08-27,ATP250,Outdoor,Hard,Quarterfinals,3,Ymer M.,Tiafoe F.,Ymer M.,90,51,843,1287,2.75,1.44,6-7 6-2 6-3
Winston-Salem Open at Wake Forest University,2021-08-27,ATP250,Outdoor,Hard,Quarterfinals,3,Giron M.,Alcaraz C.,Alcaraz C.,65,54,1012,1224,2.37,1.57,6-7 2-6
Winston-Salem Open at Wake Forest University,2021-08-28,ATP250,Outdoor,Hard,Semifinals,3,Ivashka I.,Ruusuvuori E.,Ivashka I.,63,76,1025,948,1.57,2.37,6-2 6-1
Winston-Salem Open at Wake Forest University,2021-08-28,ATP250,Outdoor,Hard,Semifinals,3,Alcaraz C.,Ymer M.,Ymer M.,54,90,1224,843,1.44,2.75,5-7 3-6
Winston-Salem Open at Wake Forest University,2021-08-28,ATP250,Outdoor,Hard,The Final,3,Ivashka I.,Ymer M.,Ivashka I.,63,90,1025,843,1.44,2.75,6-0 6-2
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Lajovic D.,Lajovic D.,49,40,1384,1565,1.53,2.5,3-6 5-7 6-2 4-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Bagnis F.,Daniel T.,Bagnis F.,80,109,913,744,2.37,1.57,6-3 6-3 6-3
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Schwartzman D.,Schwartzman D.,96,14,818,2980,5.5,1.14,5-7 3-6 3-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Vesely J.,Anderson K.,77,90,948,865,1.3,3.5,7-6 4-6 3-6 7-6 7-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Evans D.,Evans D.,93,27,831,2074,3.75,1.28,3-6 7-6 4-6 1-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Zapata Miralles B.,Lopez F.,Zapata Miralles B.,116,97,702,813,1.66,2.2,5-7 7-6 4-6 6-3 6-3
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Laaksonen H.,Laaksonen H.,43,130,1480,613,1.53,2.5,6-7 6-7 1-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Humbert U.,Gojowczyk P.,141,26,563,2090,4.5,1.2,1-6 6-1 6-2 5-7 6-4
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Donskoy E.,Auger-Aliassime F.,Auger-Aliassime F.,152,15,498,2828,9.0,1.07,6-7 6-3 6-7 6-7
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Karlovic I.,Rublev A.,7,221,6400,309,1.05,11.0,6-3 7-6 6-3
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Martinez P.,Martinez P.,68,75,1004,950,1.44,2.75,6-4 6-4 6-7 2-6 2-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,Gombos N.,Garin C.,19,111,2510,740,1.3,3.5,6-3 4-6 6-4 7-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Andujar P.,Andujar P.,129,74,614,970,1.5,2.62,6-3 6-4 4-6 4-6 2-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Nakashima B.,Isner J.,Nakashima B.,84,22,893,2238,2.5,1.53,7-6 7-6 6-3
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Hoang A.,Giron M.,Giron M.,150,64,505,1037,4.33,1.22,3-6 4-6 5-7
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Herbert P.H.,Mannarino A.,44,104,1469,773,2.75,1.44,3-6 4-6 6-4 6-3 6-3
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Tsitsipas S.,Tsitsipas S.,112,3,740,8350,9.0,1.07,6-2 6-7 6-3 3-6 4-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Sugita Y.,Ruud C.,11,131,3455,612,1.06,10.0,6-3 6-2 6-2
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Riffice S.,Dimitrov G.,Dimitrov G.,542,18,63,2511,11.0,1.05,1-6 6-7 3-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Trungelliti M.,Davidovich Fokina A.,Trungelliti M.,198,32,361,1723,5.5,1.14,5-7 6-3 7-5 6-7 6-4
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Ilkel C.,Molcan A.,Molcan A.,188,138,381,579,3.5,1.3,6-4 3-6 1-6 1-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,Taberner C.,Van De Zandschulp B.,117,105,698,758,1.36,3.2,2-6 3-6 6-4 7-5 6-3
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,Ruusuvuori E.,Ruusuvuori E.,114,66,719,1018,2.75,1.44,4-6 2-6 6-3 1-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Rinderknech A.,Kecmanovic M.,Rinderknech A.,83,63,907,1050,2.0,1.8,6-7 3-6 7-5 6-3 6-4
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Albot R.,Popyrin A.,Popyrin A.,108,73,744,970,4.33,1.22,3-6 7-6 3-6 3-6
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Koepfer D.,Halys Q.,Koepfer D.,57,183,1175,394,1.4,3.0,6-4 3-6 4-6 6-3 6-4
US Open,2021-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Alcaraz C.,Alcaraz C.,29,55,1975,1209,1.44,2.75,4-6 4-6 3-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Eubanks C.,Tiafoe F.,50,214,1312,325,1.2,4.5,7-6 5-7 6-3 6-4
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Pella G.,Pella G.,38,85,1589,879,1.3,3.5,7-6 3-6 2-6 2-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Kyrgios N.,Bautista Agut R.,21,86,2405,878,1.57,2.37,6-3 6-4 6-0
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Medvedev D.,Medvedev D.,79,2,918,9980,13.0,1.04,4-6 3-6 1-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Opelka R.,Kwon S.W.,Opelka R.,24,76,2206,949,1.3,3.5,7-6 6-4 6-4
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Nava E.,Musetti L.,Musetti L.,385,60,115,1081,3.0,1.4,7-6 4-6 1-6 3-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Goffin D.,Mcdonald M.,61,30,1070,1933,1.4,3.0,6-2 7-5 6-3
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Karatsev A.,Karatsev A.,65,25,1022,2109,4.0,1.25,5-7 6-1 3-6 2-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,Djere L.,Kudla D.,92,51,833,1307,1.53,2.5,4-6 6-3 7-5 7-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,Ramos-Vinolas A.,Ramos-Vinolas A.,133,48,605,1400,2.3,1.61,1-6 7-5 7-5 5-7 4-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,Khachanov K.,Harris L.,46,28,1443,2010,2.75,1.44,6-4 1-6 4-6 6-3 6-2
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Caruso S.,Nishikori K.,Nishikori K.,113,56,735,1208,6.5,1.11,1-6 1-6 7-5 3-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Escobedo E.,Cuevas P.,Escobedo E.,178,101,410,807,1.57,2.37,6-1 6-3 6-1
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Zverev A.,Zverev A.,78,4,943,8240,13.0,1.04,4-6 5-7 2-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Gerasimov E.,Hurkacz H.,13,82,3128,910,1.12,6.0,6-3 6-4 6-3
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hanfmann Y.,Bublik A.,Bublik A.,134,37,594,1633,5.0,1.16,0-6 6-4 2-6 1-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Fucsovics M.,Seppi A.,89,41,873,1549,5.0,1.16,2-6 7-5 6-4 2-6 7-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Otte O.,Otte O.,23,144,2227,543,1.33,3.4,7-6 5-7 6-7 6-7
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Chardy J.,Berrettini M.,8,70,5533,994,1.1,7.0,7-6 7-6 6-3
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Cressy M.,Cressy M.,12,151,3325,504,1.1,7.0,7-5 6-4 1-6 4-6 6-7
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Purcell M.,Sinner J.,16,191,2750,375,1.08,8.0,6-4 6-2 4-6 6-2
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Shapovalov D.,Shapovalov D.,47,10,1407,3580,7.0,1.1,2-6 2-6 3-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Mager G.,Thompson J.,59,71,1090,990,1.33,3.4,4-6 6-3 7-5 2-6 7-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Carballes Baena R.,Carballes Baena R.,54,95,1243,819,1.16,5.0,6-7 2-6 6-1 3-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Travaglia S.,Moutet C.,88,100,873,811,1.61,2.3,6-4 7-5 7-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Coria F.,Monfils G.,Monfils G.,62,20,1054,2503,6.0,1.12,3-6 2-6 2-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Struff J.L.,Griekspoor T.,121,52,675,1275,3.5,1.3,2-6 7-6 4-6 6-4 7-5
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Sock J.,Sock J.,69,184,1000,393,1.8,2.0,7-6 2-6 4-6 2-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Marterer M.,Johnson S.,87,212,876,329,1.5,2.62,5-7 7-6 7-6 6-3
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,Ivashka I.,Ivashka I.,91,53,833,1250,4.0,1.25,6-7 3-6 4-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Fognini F.,Pospisil V.,58,31,1125,1734,2.37,1.57,2-6 3-6 6-1 6-3 7-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Cecchinato M.,Svajda Z.,Svajda Z.,81,716,911,32,1.44,2.75,6-7 7-5 4-6 4-6
US Open,2021-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Brooksby J.,Ymer M.,Brooksby J.,99,72,812,981,1.4,3.0,7-5 6-2 5-7 6-3
US Open,2021-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Rune H.,Djokovic N.,Djokovic N.,145,1,541,11113,23.0,1.01,1-6 7-6 2-6 1-6
US Open,2021-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,De Minaur A.,Fritz T.,42,17,1540,2555,2.37,1.57,7-6 6-2 1-6 6-4
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Martinez P.,Rublev A.,Rublev A.,75,7,950,6400,13.0,1.04,6-7 7-6 1-6 1-6
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Rinderknech A.,Alcaraz C.,55,83,1209,907,1.33,3.4,7-6 4-6 6-1 6-4
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Nakashima B.,Molcan A.,Molcan A.,84,138,893,579,1.3,3.5,3-6 6-3 6-1 2-6 4-6
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Giron M.,Evans D.,27,64,2074,1037,1.8,2.0,6-4 7-6 2-6 6-3
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Ruud C.,Van De Zandschulp B.,Van De Zandschulp B.,11,117,3455,698,1.08,8.0,6-3 4-6 3-6 4-6
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Gojowczyk P.,Lajovic D.,Gojowczyk P.,141,40,563,1565,2.2,1.66,2-6 6-4 2-6 7-5 6-4
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Garin C.,Laaksonen H.,Laaksonen H.,19,130,2510,613,1.57,2.37,6-3 6-7 2-6 4-6
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Andujar P.,Kohlschreiber P.,Andujar P.,74,115,970,716,3.5,1.3,6-4 6-3 6-1
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Trungelliti M.,Bagnis F.,Bagnis F.,198,80,361,913,2.1,1.72,6-7 6-4 3-6 3-6
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Koepfer D.,Medvedev D.,2,57,9980,1175,1.02,17.0,6-4 6-1 6-2
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Zapata Miralles B.,Auger-Aliassime F.,Auger-Aliassime F.,116,15,702,2828,6.5,1.11,6-7 3-6 2-6
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista Agut R.,Ruusuvuori E.,Bautista Agut R.,21,66,2405,1018,1.5,2.62,6-1 6-3 6-2
US Open,2021-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Pella G.,Tiafoe F.,Tiafoe F.,85,50,879,1312,3.2,1.36,1-6 2-6 5-7
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Anderson K.,Schwartzman D.,14,77,2980,948,1.44,2.75,7-6 6-3 6-4
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,Tsitsipas S.,Tsitsipas S.,44,3,1469,8350,11.0,1.05,3-6 4-6 7-6 0-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Opelka R.,Musetti L.,Opelka R.,24,60,2206,1081,1.22,4.33,7-6 7-5 6-4
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Thompson J.,Karatsev A.,Karatsev A.,59,25,1090,2109,3.0,1.4,6-3 6-3 5-7 6-7 1-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,Cressy M.,Basilashvili N.,39,151,1578,504,1.44,2.75,7-6 6-3 7-5
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Berrettini M.,Berrettini M.,88,8,873,5533,6.0,1.12,6-7 6-4 4-6 3-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Ivashka I.,Pospisil V.,Ivashka I.,53,58,1250,1125,1.22,4.33,6-3 6-4 7-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Ramos-Vinolas A.,Zverev A.,Zverev A.,48,4,1400,8240,17.0,1.02,1-6 0-6 3-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Hurkacz H.,Seppi A.,89,13,873,3128,6.5,1.11,2-6 6-4 6-4 7-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Kudla D.,Otte O.,Otte O.,92,144,833,543,1.57,2.37,4-6 4-6 2-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Johnson S.,Monfils G.,20,87,2503,876,1.36,3.2,7-5 4-6 6-4 6-4
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Escobedo E.,Harris L.,Harris L.,178,46,410,1443,4.0,1.25,4-6 4-6 2-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Mcdonald M.,Nishikori K.,56,61,1208,1070,1.57,2.37,7-6 6-3 6-7 2-6 6-3
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Svajda Z.,Sinner J.,Sinner J.,716,16,32,2750,11.0,1.05,3-6 6-7 7-6 4-6
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Sock J.,Bublik A.,Sock J.,184,37,393,1633,2.1,1.72,7-6 6-7 6-4 4-6 6-3
US Open,2021-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Brooksby J.,Brooksby J.,42,99,1540,812,1.9,1.9,7-6 6-7 5-7 2-6
US Open,2021-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Griekspoor T.,Djokovic N.,1,121,11113,675,1.01,26.0,6-2 6-3 6-2
US Open,2021-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Carballes Baena R.,Shapovalov D.,Shapovalov D.,95,10,819,3580,8.0,1.08,6-7 3-6 0-6
US Open,2021-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Gojowczyk P.,Laaksonen H.,Gojowczyk P.,141,130,563,613,2.3,1.61,3-6 6-3 6-1 6-4
US Open,2021-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Popyrin A.,Evans D.,Evans D.,73,27,970,2074,2.1,1.72,6-4 6-3 3-6 4-6 6-7
US Open,2021-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Andujar P.,Medvedev D.,2,74,9980,970,1.01,23.0,6-0 6-4 6-3
US Open,2021-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Alcaraz C.,Alcaraz C.,3,55,8350,1209,1.2,4.5,3-6 6-4 6-7 6-0 6-7
US Open,2021-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Schwartzman D.,Molcan A.,Schwartzman D.,14,138,2980,579,1.2,4.5,6-4 6-3 6-3
US Open,2021-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Bagnis F.,Van De Zandschulp B.,Van De Zandschulp B.,80,117,913,698,3.2,1.36,6-3 0-6 2-6 2-6
US Open,2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Auger-Aliassime F.,Bautista Agut R.,Auger-Aliassime F.,15,21,2828,2405,2.0,1.8,6-3 6-4 4-6 3-6 6-3
US Open,2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Tiafoe F.,Tiafoe F.,7,50,6400,1312,1.25,4.0,6-4 3-6 6-7 6-4 1-6
US Open,2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Berrettini M.,Ivashka I.,Berrettini M.,8,53,5533,1250,1.44,2.75,6-7 6-2 6-4 2-6 6-3
US Open,2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Seppi A.,Otte O.,Otte O.,89,144,873,543,2.1,1.72,3-6 4-6 6-2 5-7
US Open,2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Nishikori K.,Djokovic N.,1,56,11113,1208,1.03,15.0,6-7 6-3 6-3 6-2
US Open,2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Sinner J.,Sinner J.,20,16,2503,2750,2.37,1.57,6-7 2-6 6-4 6-4 4-6
US Open,2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Brooksby J.,Karatsev A.,Brooksby J.,99,25,812,2109,1.72,2.1,6-2 3-6 2-6 6-3 6-3
US Open,2021-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Shapovalov D.,Harris L.,Harris L.,10,46,3580,1443,1.53,2.5,4-6 4-6 4-6
US Open,2021-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Opelka R.,Basilashvili N.,Opelka R.,24,39,2206,1578,1.53,2.5,7-6 6-3 6-4
US Open,2021-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Schwartzman D.,Van De Zandschulp B.,Van De Zandschulp B.,14,117,2980,698,1.25,4.0,3-6 4-6 7-5 7-5 1-6
US Open,2021-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Evans D.,Medvedev D.,2,27,9980,2074,1.03,15.0,6-3 6-4 6-3
US Open,2021-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Gojowczyk P.,Alcaraz C.,Alcaraz C.,141,55,563,1209,4.33,1.22,7-5 1-6 7-5 2-6 0-6
US Open,2021-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Auger-Aliassime F.,Tiafoe F.,Auger-Aliassime F.,15,50,2828,1312,1.57,2.37,4-6 6-2 7-6 6-4
US Open,2021-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Zverev A.,Zverev A.,16,4,2750,8240,5.0,1.16,4-6 4-6 6-7
US Open,2021-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Harris L.,Opelka R.,Harris L.,46,24,1443,2206,1.8,2.0,6-7 6-4 6-1 6-3
US Open,2021-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Otte O.,Berrettini M.,Berrettini M.,144,8,543,5533,6.5,1.11,4-6 6-3 3-6 2-6
US Open,2021-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Brooksby J.,Djokovic N.,1,99,11113,812,1.03,15.0,1-6 6-3 6-2 6-2
US Open,2021-09-07,Grand Slam,Outdoor,Hard,Quarterfinals,5,Van De Zandschulp B.,Medvedev D.,Medvedev D.,117,2,698,9980,19.0,1.02,3-6 0-6 6-4 5-7
US Open,2021-09-08,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Harris L.,Zverev A.,4,46,8240,1443,1.12,6.0,7-6 6-3 6-4
US Open,2021-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berrettini M.,Djokovic N.,Djokovic N.,8,1,5533,11113,7.0,1.1,7-5 2-6 2-6 3-6
US Open,2021-09-10,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Auger-Aliassime F.,Medvedev D.,2,15,9980,2828,1.16,5.0,6-4 7-5 6-2
US Open,2021-09-11,Grand Slam,Outdoor,Hard,Semifinals,5,Zverev A.,Djokovic N.,Djokovic N.,4,1,8240,11113,3.0,1.4,6-4 2-6 4-6 6-4 2-6
US Open,2021-09-12,Grand Slam,Outdoor,Hard,The Final,5,Medvedev D.,Djokovic N.,Medvedev D.,2,1,9980,11113,3.0,1.4,6-4 6-4 6-4
Open de Moselle,2021-09-20,ATP250,Indoor,Hard,1st Round,3,Fucsovics M.,Sonego L.,Sonego L.,41,24,1459,2090,1.72,2.1,3-6 2-6
Open de Moselle,2021-09-20,ATP250,Indoor,Hard,1st Round,3,Pospisil V.,Barrere G.,Pospisil V.,66,151,990,493,1.61,2.3,6-3 6-4
Open de Moselle,2021-09-20,ATP250,Indoor,Hard,1st Round,3,Mager G.,Basilashvili N.,Basilashvili N.,78,36,925,1556,3.2,1.36,3-6 6-7
Open de Moselle,2021-09-21,ATP250,Indoor,Hard,1st Round,3,Ymer M.,Struff J.L.,Ymer M.,75,55,960,1208,2.2,1.66,7-5 6-3
Open de Moselle,2021-09-21,ATP250,Indoor,Hard,1st Round,3,Rinderknech A.,Giron M.,Giron M.,74,69,965,982,1.57,2.37,6-3 6-7 4-6
Open de Moselle,2021-09-21,ATP250,Indoor,Hard,1st Round,3,Kohlschreiber P.,Cecchinato M.,Kohlschreiber P.,107,83,736,896,1.3,3.5,7-6 6-3
Open de Moselle,2021-09-21,ATP250,Indoor,Hard,1st Round,3,Muller A.,Khachanov K.,Khachanov K.,203,27,324,1965,5.0,1.16,6-4 1-6 3-6
Open de Moselle,2021-09-21,ATP250,Indoor,Hard,1st Round,3,Rune H.,Zapata Miralles B.,Rune H.,133,119,589,661,1.57,2.37,6-0 6-0
Open de Moselle,2021-09-21,ATP250,Indoor,Hard,1st Round,3,Simon G.,Davidovich Fokina A.,Davidovich Fokina A.,99,45,764,1415,3.4,1.33,7-6 6-7 2-6
Open de Moselle,2021-09-21,ATP250,Indoor,Hard,1st Round,3,Murray A.,Humbert U.,Murray A.,113,26,706,2045,2.3,1.61,4-6 6-3 6-2
Open de Moselle,2021-09-22,ATP250,Indoor,Hard,1st Round,3,Hoang A.,Gojowczyk P.,Gojowczyk P.,155,101,466,758,2.75,1.44,2-6 6-3 4-6
Open de Moselle,2021-09-22,ATP250,Indoor,Hard,1st Round,3,Pouille L.,Schnur B.,Pouille L.,142,233,540,278,1.36,3.2,3-6 6-4 6-4
Open de Moselle,2021-09-22,ATP250,Indoor,Hard,2nd Round,3,Sonego L.,Rune H.,Rune H.,24,133,2090,589,1.53,2.5,7-6 4-6 4-6
Open de Moselle,2021-09-22,ATP250,Indoor,Hard,2nd Round,3,Murray A.,Pospisil V.,Murray A.,113,66,706,990,1.61,2.3,6-3 6-3
Open de Moselle,2021-09-22,ATP250,Indoor,Hard,2nd Round,3,Ymer M.,Carreno Busta P.,Carreno Busta P.,75,16,960,2650,2.75,1.44,5-7 2-6
Open de Moselle,2021-09-23,ATP250,Indoor,Hard,2nd Round,3,Giron M.,De Minaur A.,Giron M.,69,21,982,2218,2.37,1.57,7-5 7-6
Open de Moselle,2021-09-23,ATP250,Indoor,Hard,2nd Round,3,Khachanov K.,Gojowczyk P.,Gojowczyk P.,27,101,1965,758,1.36,3.2,3-6 6-7
Open de Moselle,2021-09-23,ATP250,Indoor,Hard,2nd Round,3,Hurkacz H.,Pouille L.,Hurkacz H.,13,142,3128,540,1.36,3.2,6-2 6-3
Open de Moselle,2021-09-23,ATP250,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Monfils G.,Monfils G.,107,20,736,2233,3.2,1.36,6-7 4-6
Open de Moselle,2021-09-23,ATP250,Indoor,Hard,2nd Round,3,Basilashvili N.,Davidovich Fokina A.,Basilashvili N.,36,45,1556,1415,1.61,2.3,0-6 6-4 7-6
Open de Moselle,2021-09-24,ATP250,Indoor,Hard,Quarterfinals,3,Giron M.,Gojowczyk P.,Gojowczyk P.,69,101,982,758,2.0,1.8,6-3 1-6 3-6
